pid,label,description,attribution,_date,order,layout,collection,thumbnail,full,manifest
CKB-binder-7,"CKB, Guiguzi (鬼谷子)","Christian K. Binkley’s notes and drafts for his translation of Guiguzi (鬼谷子, Kui Ko Tzu)",Binkley family papers,c.1930,binder_item,binder_item,binders,"/img/derivatives/iiif/images/CKB-binder-7_001/full/250,/0/default.jpg",/img/derivatives/iiif/images/CKB-binder-7_001/full/full/0/default.jpg,/img/derivatives/iiif/CKB-binder-7/manifest.json
